Date,Store,Sales,DayOfWeek,Promo,StateHoliday,SchoolHoliday,Month,Year,WeekOfYear
2019-12-14,3,13948.82,6,0,0,0,12,2019,50
2019-12-16,3,10467.56,1,0,0,0,12,2019,51
2019-12-17,3,11245.85,2,0,0,0,12,2019,51
2019-12-18,3,12880.29,3,0,0,1,12,2019,51
2019-12-19,3,12028.62,4,0,0,1,12,2019,51
2019-12-20,3,13881.5,5,0,0,1,12,2019,51
2019-12-21,3,18698.67,6,1,0,1,12,2019,51
2019-12-23,3,13972.53,1,1,0,1,12,2019,52
2019-12-24,3,15337.57,2,0,0,1,12,2019,52
2019-12-25,3,5437.67,3,0,1,0,12,2019,52
2019-12-26,3,5185.47,4,0,1,0,12,2019,52
2019-12-27,3,18466.63,5,1,0,1,12,2019,52
2019-12-28,3,16403.04,6,0,0,1,12,2019,52
2019-12-30,3,14643.13,1,1,0,1,12,2019,1
2019-12-31,3,15227.34,2,0,0,1,12,2019,1
2020-01-01,3,2864.94,3,0,1,0,1,2020,1
2020-01-02,3,8179.0,4,0,0,0,1,2020,1
2020-01-03,3,7663.13,5,0,0,0,1,2020,1
2020-01-04,3,8968.36,6,0,0,0,1,2020,1
2020-01-06,3,6770.61,1,0,0,0,1,2020,2
2020-01-07,3,8229.57,2,0,0,0,1,2020,2
2020-01-08,3,6406.51,3,0,0,0,1,2020,2
2020-01-09,3,7956.57,4,0,0,0,1,2020,2
2020-01-10,3,8433.19,5,1,0,0,1,2020,2
2020-01-11,3,10917.9,6,1,0,0,1,2020,2
2020-01-13,3,6715.62,1,0,0,0,1,2020,3
2020-01-14,3,7411.09,2,0,0,0,1,2020,3
2020-01-15,3,6992.21,3,0,0,0,1,2020,3
2020-01-16,3,7567.33,4,1,0,0,1,2020,3
2020-01-17,3,8359.13,5,0,0,0,1,2020,3
2020-01-18,3,11397.78,6,0,0,0,1,2020,3
2020-01-20,3,9231.16,1,1,0,0,1,2020,4
2020-01-21,3,7604.39,2,1,0,0,1,2020,4
2020-01-22,3,6506.2,3,0,0,0,1,2020,4
2020-01-23,3,9486.08,4,0,0,0,1,2020,4
2020-01-24,3,9999.68,5,1,0,0,1,2020,4
2020-01-25,3,10969.92,6,1,0,0,1,2020,4
2020-01-27,3,7290.52,1,1,0,0,1,2020,5
2020-01-28,3,6660.12,2,0,0,0,1,2020,5
2020-01-29,3,7090.51,3,0,0,0,1,2020,5
2020-01-30,3,7659.1,4,0,0,0,1,2020,5
2020-01-31,3,8776.89,5,0,0,0,1,2020,5
2020-02-01,3,13294.5,6,1,0,0,2,2020,5
2020-02-03,3,7525.19,1,0,0,0,2,2020,6
2020-02-04,3,8782.74,2,1,0,0,2,2020,6
2020-02-05,3,7477.97,3,0,0,0,2,2020,6
2020-02-06,3,8356.69,4,0,0,0,2,2020,6
2020-02-07,3,9594.76,5,1,0,0,2,2020,6
2020-02-08,3,8972.72,6,0,0,0,2,2020,6
2020-02-10,3,8955.27,1,0,0,0,2,2020,7
2020-02-11,3,7617.68,2,0,0,0,2,2020,7
2020-02-12,3,6175.76,3,0,0,0,2,2020,7
2020-02-13,3,8538.99,4,0,0,0,2,2020,7
2020-02-14,3,10091.69,5,0,0,0,2,2020,7
2020-02-15,3,10329.83,6,0,0,0,2,2020,7
2020-02-17,3,10039.25,1,1,0,0,2,2020,8
2020-02-18,3,7951.8,2,0,0,0,2,2020,8
2020-02-19,3,6553.76,3,0,0,0,2,2020,8
2020-02-20,3,8734.8,4,0,0,0,2,2020,8
2020-02-21,3,10455.9,5,1,0,0,2,2020,8
2020-02-22,3,9169.31,6,0,0,0,2,2020,8
2020-02-24,3,7275.9,1,0,0,0,2,2020,9
2020-02-25,3,8152.65,2,0,0,0,2,2020,9
2020-02-26,3,7546.95,3,0,0,0,2,2020,9
2020-02-27,3,8021.32,4,0,0,0,2,2020,9
2020-02-28,3,9186.25,5,0,0,0,2,2020,9
2020-02-29,3,10375.65,6,0,0,0,2,2020,9
2020-03-02,3,7347.57,1,0,0,0,3,2020,10
2020-03-03,3,10157.58,2,0,0,0,3,2020,10
2020-03-04,3,10576.99,3,1,0,0,3,2020,10
2020-03-05,3,8571.65,4,0,0,0,3,2020,10
2020-03-06,3,8973.65,5,0,0,0,3,2020,10
2020-03-07,3,13518.43,6,1,0,0,3,2020,10
2020-03-09,3,8716.34,1,0,0,0,3,2020,11
2020-03-10,3,10200.26,2,1,0,0,3,2020,11
2020-03-11,3,8977.63,3,0,0,0,3,2020,11
2020-03-12,3,8382.64,4,0,0,0,3,2020,11
2020-03-13,3,11847.04,5,1,0,0,3,2020,11
2020-03-14,3,12167.18,6,0,0,0,3,2020,11
2020-03-16,3,3172.97,1,0,0,0,3,2020,12
2020-03-17,3,4050.84,2,0,0,0,3,2020,12
2020-03-18,3,4043.39,3,0,0,0,3,2020,12
2020-03-19,3,4403.19,4,0,0,0,3,2020,12
2020-03-20,3,4469.85,5,0,0,0,3,2020,12
2020-03-21,3,5177.07,6,0,0,0,3,2020,12
2020-03-23,3,4514.9,1,1,0,0,3,2020,13
2020-03-24,3,4458.6,2,0,0,0,3,2020,13
2020-03-25,3,4010.66,3,0,0,0,3,2020,13
2020-03-26,3,4418.96,4,0,0,0,3,2020,13
2020-03-27,3,3815.83,5,0,0,0,3,2020,13
2020-03-28,3,5207.97,6,1,0,0,3,2020,13
2020-03-30,3,3643.0,1,0,0,0,3,2020,14
2020-03-31,3,3941.05,2,1,0,0,3,2020,14
2020-04-01,3,3473.27,3,0,0,0,4,2020,14
2020-04-02,3,4892.36,4,1,0,0,4,2020,14
2020-04-03,3,4731.64,5,0,0,0,4,2020,14
2020-04-04,3,5137.96,6,0,0,0,4,2020,14
2020-04-06,3,3927.22,1,0,0,0,4,2020,15
2020-04-07,3,3748.76,2,0,0,0,4,2020,15
2020-04-08,3,3728.86,3,0,0,0,4,2020,15
2020-04-09,3,5396.48,4,1,0,0,4,2020,15
2020-04-10,3,1748.87,5,0,1,0,4,2020,15
2020-04-11,3,7875.39,6,1,0,0,4,2020,15
2020-04-13,3,1918.44,1,1,1,0,4,2020,16
2020-04-14,3,4271.23,2,0,0,0,4,2020,16
2020-04-15,3,3804.16,3,0,0,0,4,2020,16
2020-04-16,3,5114.07,4,1,0,0,4,2020,16
2020-04-17,3,5895.69,5,1,0,0,4,2020,16
2020-04-18,3,5881.69,6,0,0,0,4,2020,16
2020-04-20,3,4701.17,1,1,0,0,4,2020,17
2020-04-21,3,3857.53,2,0,0,0,4,2020,17
2020-04-22,3,3560.25,3,0,0,0,4,2020,17
2020-04-23,3,4101.49,4,0,0,0,4,2020,17
2020-04-24,3,4780.94,5,0,0,0,4,2020,17
2020-04-25,3,5902.86,6,0,0,0,4,2020,17
2020-04-27,3,4349.29,1,0,0,0,4,2020,18
2020-04-28,3,3781.77,2,0,0,0,4,2020,18
2020-04-29,3,3895.5,3,0,0,0,4,2020,18
2020-04-30,3,5402.38,4,0,0,0,4,2020,18
2020-05-01,3,2184.86,5,0,1,0,5,2020,18
2020-05-02,3,4641.88,6,0,0,0,5,2020,18
2020-05-04,3,4876.94,1,1,0,0,5,2020,19
2020-05-05,3,4618.9,2,0,0,0,5,2020,19
2020-05-06,3,3679.67,3,0,0,0,5,2020,19
2020-05-07,3,4302.74,4,0,0,0,5,2020,19
2020-05-08,3,4491.35,5,0,0,0,5,2020,19
2020-05-09,3,5156.11,6,0,0,0,5,2020,19
2020-05-11,3,3329.43,1,0,0,0,5,2020,20
2020-05-12,3,4070.15,2,0,0,0,5,2020,20
2020-05-13,3,3712.4,3,0,0,0,5,2020,20
2020-05-14,3,4599.66,4,0,0,0,5,2020,20
2020-05-15,3,4845.26,5,0,0,0,5,2020,20
2020-05-16,3,5317.48,6,0,0,0,5,2020,20
2020-05-18,3,5188.27,1,1,0,0,5,2020,21
2020-05-19,3,4769.68,2,1,0,0,5,2020,21
2020-05-20,3,3884.33,3,0,0,0,5,2020,21
2020-05-21,3,4610.52,4,1,0,0,5,2020,21
2020-05-22,3,4625.19,5,0,0,0,5,2020,21
2020-05-23,3,5382.73,6,0,0,0,5,2020,21
2020-05-25,3,4773.14,1,1,0,0,5,2020,22
2020-05-26,3,4722.48,2,1,0,0,5,2020,22
2020-05-27,3,3649.15,3,0,0,0,5,2020,22
2020-05-28,3,4064.32,4,0,0,0,5,2020,22
2020-05-29,3,5842.95,5,1,0,0,5,2020,22
2020-05-30,3,5183.69,6,0,0,0,5,2020,22
2020-06-01,3,3901.03,1,0,0,0,6,2020,23
2020-06-02,3,4428.58,2,0,0,0,6,2020,23
2020-06-03,3,5103.74,3,1,0,0,6,2020,23
2020-06-04,3,5068.86,4,1,0,0,6,2020,23
2020-06-05,3,5410.79,5,1,0,0,6,2020,23
2020-06-06,3,4404.01,6,0,0,0,6,2020,23
2020-06-08,3,3581.75,1,0,0,0,6,2020,24
2020-06-09,3,4278.82,2,1,0,0,6,2020,24
2020-06-10,3,4112.5,3,0,0,0,6,2020,24
2020-06-11,3,3811.34,4,0,0,0,6,2020,24
2020-06-12,3,5098.46,5,1,0,0,6,2020,24
2020-06-13,3,6091.5,6,1,0,0,6,2020,24
2020-06-15,3,4788.2,1,0,0,0,6,2020,25
2020-06-16,3,4500.13,2,0,0,0,6,2020,25
2020-06-17,3,4419.84,3,1,0,0,6,2020,25
2020-06-18,3,4307.99,4,0,0,0,6,2020,25
2020-06-19,3,5668.07,5,1,0,0,6,2020,25
2020-06-20,3,6379.07,6,0,0,0,6,2020,25
2020-06-22,3,3926.1,1,0,0,0,6,2020,26
2020-06-23,3,5861.09,2,1,0,0,6,2020,26
2020-06-24,3,5610.37,3,0,0,0,6,2020,26
2020-06-25,3,4757.5,4,0,0,0,6,2020,26
2020-06-26,3,5923.57,5,0,0,0,6,2020,26
2020-06-27,3,5990.79,6,0,0,0,6,2020,26
2020-06-29,3,5073.93,1,0,0,0,6,2020,27
2020-06-30,3,5243.91,2,0,0,0,6,2020,27
2020-07-01,3,4750.04,3,0,0,1,7,2020,27
2020-07-02,3,4523.8,4,0,0,1,7,2020,27
2020-07-03,3,8141.18,5,1,0,1,7,2020,27
2020-07-04,3,7458.6,6,0,0,1,7,2020,27
2020-07-06,3,6015.54,1,1,0,1,7,2020,28
2020-07-07,3,7459.08,2,1,0,1,7,2020,28
2020-07-08,3,6645.24,3,0,0,1,7,2020,28
2020-07-09,3,6629.07,4,1,0,1,7,2020,28
2020-07-10,3,5724.39,5,0,0,1,7,2020,28
2020-07-11,3,7123.02,6,0,0,1,7,2020,28
2020-07-13,3,5129.57,1,0,0,1,7,2020,29
2020-07-14,3,6545.43,2,0,0,1,7,2020,29
2020-07-15,3,5442.27,3,0,0,1,7,2020,29
2020-07-16,3,5787.78,4,0,0,1,7,2020,29
2020-07-17,3,5495.41,5,0,0,1,7,2020,29
2020-07-18,3,8213.08,6,0,0,1,7,2020,29
2020-07-20,3,6143.78,1,0,0,1,7,2020,30
2020-07-21,3,6785.93,2,1,0,1,7,2020,30
2020-07-22,3,6598.42,3,0,0,1,7,2020,30
2020-07-23,3,5961.25,4,0,0,1,7,2020,30
2020-07-24,3,6134.87,5,0,0,1,7,2020,30
2020-07-25,3,7905.34,6,0,0,1,7,2020,30
2020-07-27,3,5894.38,1,0,0,1,7,2020,31
2020-07-28,3,7514.01,2,1,0,1,7,2020,31
2020-07-29,3,5825.13,3,0,0,1,7,2020,31
2020-07-30,3,6442.59,4,0,0,1,7,2020,31
2020-07-31,3,8665.42,5,1,0,1,7,2020,31
2020-08-01,3,9007.65,6,0,0,1,8,2020,31
2020-08-03,3,7417.49,1,1,0,1,8,2020,32
2020-08-04,3,7351.89,2,0,0,1,8,2020,32
2020-08-05,3,6761.54,3,1,0,1,8,2020,32
2020-08-06,3,8063.72,4,0,0,1,8,2020,32
2020-08-07,3,8850.73,5,0,0,1,8,2020,32
2020-08-08,3,10586.53,6,1,0,1,8,2020,32
2020-08-10,3,7022.52,1,0,0,1,8,2020,33
2020-08-11,3,7612.82,2,0,0,1,8,2020,33
2020-08-12,3,9710.34,3,1,0,1,8,2020,33
2020-08-13,3,7451.4,4,0,0,1,8,2020,33
2020-08-14,3,11156.52,5,1,0,1,8,2020,33
2020-08-15,3,10886.61,6,1,0,1,8,2020,33
2020-08-17,3,8858.38,1,1,0,1,8,2020,34
2020-08-18,3,9854.09,2,1,0,1,8,2020,34
2020-08-19,3,8529.38,3,0,0,1,8,2020,34
2020-08-20,3,8575.87,4,1,0,1,8,2020,34
2020-08-21,3,10362.72,5,1,0,1,8,2020,34
2020-08-22,3,9733.83,6,0,0,1,8,2020,34
2020-08-24,3,7590.69,1,0,0,1,8,2020,35
2020-08-25,3,7741.03,2,0,0,1,8,2020,35
2020-08-26,3,7783.22,3,0,0,1,8,2020,35
2020-08-27,3,7637.46,4,0,0,1,8,2020,35
2020-08-28,3,9017.13,5,0,0,1,8,2020,35
2020-08-29,3,12916.83,6,1,0,1,8,2020,35
2020-08-31,3,8507.09,1,0,0,1,8,2020,36
2020-09-01,3,9308.63,2,0,0,0,9,2020,36
2020-09-02,3,8948.38,3,0,0,0,9,2020,36
2020-09-03,3,9989.34,4,0,0,0,9,2020,36
2020-09-04,3,9862.16,5,1,0,0,9,2020,36
2020-09-05,3,11382.37,6,0,0,0,9,2020,36
2020-09-07,3,8008.8,1,0,0,0,9,2020,37
2020-09-08,3,9353.17,2,0,0,0,9,2020,37
2020-09-09,3,11937.25,3,1,0,0,9,2020,37
2020-09-10,3,9177.61,4,0,0,0,9,2020,37
2020-09-11,3,9750.1,5,0,0,0,9,2020,37
2020-09-12,3,11296.97,6,0,0,0,9,2020,37
2020-09-14,3,8442.3,1,0,0,0,9,2020,38
2020-09-15,3,9715.26,2,0,0,0,9,2020,38
2020-09-16,3,11723.64,3,1,0,0,9,2020,38
2020-09-17,3,8835.08,4,0,0,0,9,2020,38
2020-09-18,3,9815.55,5,0,0,0,9,2020,38
2020-09-19,3,12619.5,6,0,0,0,9,2020,38
2020-09-21,3,10420.64,1,1,0,0,9,2020,39
2020-09-22,3,9265.84,2,0,0,0,9,2020,39
2020-09-23,3,8802.18,3,0,0,0,9,2020,39
2020-09-24,3,10184.22,4,1,0,0,9,2020,39
2020-09-25,3,11814.7,5,0,0,0,9,2020,39
2020-09-26,3,16122.33,6,1,0,0,9,2020,39
2020-09-28,3,12414.53,1,1,0,0,9,2020,40
2020-09-29,3,10999.19,2,1,0,0,9,2020,40
2020-09-30,3,10518.54,3,1,0,0,9,2020,40
2020-10-01,3,9239.34,4,0,0,0,10,2020,40
2020-10-02,3,11114.65,5,0,0,0,10,2020,40
2020-10-03,3,5693.34,6,1,1,0,10,2020,40
2020-10-05,3,8816.73,1,0,0,0,10,2020,41
2020-10-06,3,11489.51,2,1,0,0,10,2020,41
2020-10-07,3,9745.0,3,0,0,0,10,2020,41
2020-10-08,3,8300.87,4,0,0,0,10,2020,41
2020-10-09,3,11698.95,5,1,0,0,10,2020,41
2020-10-10,3,12003.71,6,0,0,0,10,2020,41
2020-10-12,3,11172.71,1,0,0,0,10,2020,42
2020-10-13,3,10065.63,2,0,0,0,10,2020,42
2020-10-14,3,9371.84,3,0,0,0,10,2020,42
2020-10-15,3,9386.45,4,0,0,0,10,2020,42
2020-10-16,3,10178.33,5,0,0,0,10,2020,42
2020-10-17,3,13970.75,6,0,0,0,10,2020,42
2020-10-19,3,11823.41,1,1,0,0,10,2020,43
2020-10-20,3,9367.74,2,0,0,0,10,2020,43
2020-10-21,3,9062.29,3,0,0,0,10,2020,43
2020-10-22,3,9935.61,4,0,0,0,10,2020,43
2020-10-23,3,11833.28,5,0,0,0,10,2020,43
2020-10-24,3,12633.93,6,1,0,0,10,2020,43
2020-10-26,3,9987.53,1,0,0,0,10,2020,44
2020-10-27,3,10882.41,2,1,0,0,10,2020,44
2020-10-28,3,10468.65,3,0,0,0,10,2020,44
2020-10-29,3,8627.26,4,0,0,0,10,2020,44
2020-10-30,3,11132.61,5,1,0,0,10,2020,44
2020-10-31,3,12282.56,6,0,0,0,10,2020,44
2020-11-02,3,9940.91,1,0,0,0,11,2020,45
2020-11-03,3,10045.59,2,0,0,0,11,2020,45
2020-11-04,3,11517.51,3,1,0,0,11,2020,45
2020-11-05,3,10083.43,4,0,0,0,11,2020,45
2020-11-06,3,13720.5,5,1,0,0,11,2020,45
2020-11-07,3,12547.06,6,0,0,0,11,2020,45
2020-11-09,3,11585.87,1,0,0,0,11,2020,46
2020-11-10,3,11865.48,2,1,0,0,11,2020,46
2020-11-11,3,9569.85,3,0,0,0,11,2020,46
2020-11-12,3,13022.36,4,1,0,0,11,2020,46
2020-11-13,3,12205.24,5,0,0,0,11,2020,46
2020-11-14,3,15730.59,6,1,0,0,11,2020,46
2020-11-16,3,11720.15,1,1,0,0,11,2020,47
2020-11-17,3,10268.0,2,0,0,0,11,2020,47
2020-11-18,3,11036.66,3,0,0,0,11,2020,47
2020-11-19,3,10325.91,4,0,0,0,11,2020,47
2020-11-20,3,12296.22,5,0,0,0,11,2020,47
2020-11-21,3,14224.3,6,0,0,0,11,2020,47
2020-11-23,3,12156.21,1,1,0,0,11,2020,48
2020-11-24,3,11166.49,2,0,0,0,11,2020,48
2020-11-25,3,11005.6,3,0,0,0,11,2020,48
2020-11-26,3,11664.3,4,0,0,0,11,2020,48
2020-11-27,3,13201.54,5,0,0,0,11,2020,48
2020-11-28,3,16084.56,6,0,0,0,11,2020,48
2020-11-30,3,10252.88,1,0,0,0,11,2020,49
2020-12-01,3,12735.99,2,0,0,0,12,2020,49
2020-12-02,3,13885.62,3,1,0,0,12,2020,49
2020-12-03,3,13215.12,4,0,0,0,12,2020,49
2020-12-04,3,12490.0,5,0,0,0,12,2020,49
2020-12-05,3,19366.27,6,1,0,0,12,2020,49
2020-12-07,3,10656.3,1,0,0,0,12,2020,50
2020-12-08,3,10974.03,2,1,0,0,12,2020,50
2020-12-09,3,13082.86,3,0,0,0,12,2020,50
2020-12-10,3,14194.46,4,1,0,0,12,2020,50
2020-12-11,3,15482.6,5,0,0,0,12,2020,50
2020-12-12,3,16182.72,6,0,0,0,12,2020,50
2020-12-14,3,13487.78,1,1,0,0,12,2020,51
2020-12-15,3,12554.03,2,0,0,0,12,2020,51
2020-12-16,3,10761.59,3,0,0,0,12,2020,51
2020-12-17,3,15798.84,4,1,0,0,12,2020,51
2020-12-18,3,11750.16,5,0,0,1,12,2020,51
2020-12-19,3,19672.07,6,1,0,1,12,2020,51
2020-12-21,3,12567.44,1,0,0,1,12,2020,52
2020-12-22,3,15501.86,2,1,0,1,12,2020,52
2020-12-23,3,13390.03,3,0,0,1,12,2020,52
2020-12-24,3,16750.43,4,0,0,1,12,2020,52
2020-12-25,3,6738.85,5,0,1,0,12,2020,52
2020-12-26,3,5852.9,6,0,1,0,12,2020,52
2020-12-28,3,15957.77,1,1,0,1,12,2020,53
2020-12-29,3,13191.37,2,0,0,1,12,2020,53
2020-12-30,3,11132.64,3,0,0,1,12,2020,53
2020-12-31,3,14812.81,4,0,0,1,12,2020,53
2021-01-01,3,2839.3,5,0,1,0,1,2021,53
2021-01-02,3,9368.54,6,0,0,0,1,2021,53
2021-01-04,3,6144.42,1,0,0,0,1,2021,1
2021-01-05,3,9821.64,2,1,0,0,1,2021,1
2021-01-06,3,6723.53,3,0,0,0,1,2021,1
2021-01-07,3,8944.97,4,0,0,0,1,2021,1
2021-01-08,3,9989.1,5,0,0,0,1,2021,1
2021-01-09,3,10051.01,6,0,0,0,1,2021,1
2021-01-11,3,7283.19,1,0,0,0,1,2021,2
2021-01-12,3,8785.12,2,1,0,0,1,2021,2
2021-01-13,3,8901.3,3,1,0,0,1,2021,2
2021-01-14,3,6954.61,4,0,0,0,1,2021,2
2021-01-15,3,7635.77,5,0,0,0,1,2021,2
2021-01-16,3,9313.94,6,0,0,0,1,2021,2
2021-01-18,3,8147.86,1,0,0,0,1,2021,3
2021-01-19,3,9127.68,2,0,0,0,1,2021,3
2021-01-20,3,7471.39,3,0,0,0,1,2021,3
2021-01-21,3,8340.13,4,1,0,0,1,2021,3
2021-01-22,3,7794.27,5,0,0,0,1,2021,3
2021-01-23,3,11270.84,6,1,0,0,1,2021,3
2021-01-25,3,10364.91,1,1,0,0,1,2021,4
2021-01-26,3,7969.58,2,0,0,0,1,2021,4
2021-01-27,3,7204.98,3,0,0,0,1,2021,4
2021-01-28,3,11504.9,4,1,0,0,1,2021,4
2021-01-29,3,9665.99,5,0,0,0,1,2021,4
2021-01-30,3,10322.58,6,1,0,0,1,2021,4
2021-02-01,3,10646.64,1,1,0,0,2,2021,5
2021-02-02,3,9920.3,2,0,0,0,2,2021,5
2021-02-03,3,8650.34,3,0,0,0,2,2021,5
2021-02-04,3,8516.84,4,0,0,0,2,2021,5
2021-02-05,3,9462.64,5,0,0,0,2,2021,5
2021-02-06,3,9907.55,6,0,0,0,2,2021,5
2021-02-08,3,9009.0,1,1,0,0,2,2021,6
2021-02-09,3,9031.42,2,1,0,0,2,2021,6
2021-02-10,3,7058.81,3,0,0,0,2,2021,6
2021-02-11,3,10527.72,4,0,0,0,2,2021,6
2021-02-12,3,8867.44,5,0,0,0,2,2021,6
2021-02-13,3,10166.94,6,0,0,0,2,2021,6
2021-02-15,3,7671.14,1,0,0,0,2,2021,7
2021-02-16,3,9274.32,2,1,0,0,2,2021,7
2021-02-17,3,8146.76,3,0,0,0,2,2021,7
2021-02-18,3,9222.07,4,0,0,0,2,2021,7
2021-02-19,3,9581.67,5,1,0,0,2,2021,7
2021-02-20,3,11143.6,6,0,0,0,2,2021,7
2021-02-22,3,9228.1,1,0,0,0,2,2021,8
2021-02-23,3,9668.76,2,0,0,0,2,2021,8
2021-02-24,3,7221.43,3,0,0,0,2,2021,8
2021-02-25,3,8209.78,4,0,0,0,2,2021,8
2021-02-26,3,8593.49,5,1,0,0,2,2021,8
2021-02-27,3,12592.93,6,1,0,0,2,2021,8
2021-03-01,3,8103.19,1,0,0,0,3,2021,9
2021-03-02,3,9852.01,2,0,0,0,3,2021,9
2021-03-03,3,8962.73,3,0,0,0,3,2021,9
2021-03-04,3,13714.03,4,1,0,0,3,2021,9
2021-03-05,3,10308.8,5,1,0,0,3,2021,9
2021-03-06,3,13185.02,6,1,0,0,3,2021,9
2021-03-08,3,9879.69,1,1,0,0,3,2021,10
2021-03-09,3,8477.13,2,0,0,0,3,2021,10
2021-03-10,3,9190.88,3,1,0,0,3,2021,10
2021-03-11,3,12755.41,4,1,0,0,3,2021,10
2021-03-12,3,12226.43,5,1,0,0,3,2021,10
2021-03-13,3,16422.16,6,1,0,0,3,2021,10
2021-03-15,3,9386.75,1,1,0,0,3,2021,11
2021-03-16,3,9590.7,2,0,0,0,3,2021,11
2021-03-17,3,8629.91,3,0,0,0,3,2021,11
2021-03-18,3,9215.97,4,0,0,0,3,2021,11
2021-03-19,3,10789.33,5,0,0,0,3,2021,11
2021-03-20,3,13728.95,6,1,0,0,3,2021,11
2021-03-22,3,8662.97,1,0,0,0,3,2021,12
2021-03-23,3,9468.85,2,1,0,0,3,2021,12
2021-03-24,3,8337.59,3,0,0,0,3,2021,12
2021-03-25,3,9330.16,4,0,0,0,3,2021,12
2021-03-26,3,9495.61,5,0,0,0,3,2021,12
2021-03-27,3,10610.89,6,0,0,0,3,2021,12
2021-03-29,3,8191.71,1,0,0,0,3,2021,13
2021-03-30,3,7454.16,2,0,0,0,3,2021,13
2021-03-31,3,8846.45,3,0,0,0,3,2021,13
2021-04-01,3,12032.68,4,0,0,0,4,2021,13
2021-04-02,3,4271.85,5,0,1,0,4,2021,13
2021-04-03,3,15772.08,6,1,0,0,4,2021,13
2021-04-05,3,3276.61,1,0,1,0,4,2021,14
2021-04-06,3,8663.71,2,0,0,0,4,2021,14
2021-04-07,3,10384.45,3,1,0,0,4,2021,14
2021-04-08,3,9046.05,4,0,0,0,4,2021,14
2021-04-09,3,12645.87,5,1,0,0,4,2021,14
2021-04-10,3,12300.02,6,0,0,0,4,2021,14
2021-04-12,3,8999.8,1,0,0,0,4,2021,15
2021-04-13,3,11442.35,2,0,0,0,4,2021,15
2021-04-14,3,7334.67,3,0,0,0,4,2021,15
2021-04-15,3,9546.34,4,0,0,0,4,2021,15
2021-04-16,3,9976.32,5,0,0,0,4,2021,15
2021-04-17,3,10803.83,6,0,0,0,4,2021,15
2021-04-19,3,8402.98,1,0,0,0,4,2021,16
2021-04-20,3,8433.15,2,0,0,0,4,2021,16
2021-04-21,3,10002.23,3,0,0,0,4,2021,16
2021-04-22,3,12547.36,4,1,0,0,4,2021,16
2021-04-23,3,11331.81,5,0,0,0,4,2021,16
2021-04-24,3,14265.35,6,1,0,0,4,2021,16
2021-04-26,3,9075.06,1,0,0,0,4,2021,17
2021-04-27,3,9964.51,2,0,0,0,4,2021,17
2021-04-28,3,12636.54,3,1,0,0,4,2021,17
2021-04-29,3,9091.62,4,0,0,0,4,2021,17
2021-04-30,3,12713.95,5,1,0,0,4,2021,17
2021-05-01,3,5244.01,6,0,1,0,5,2021,17
2021-05-03,3,8050.46,1,0,0,0,5,2021,18
2021-05-04,3,8494.93,2,0,0,0,5,2021,18
2021-05-05,3,10083.81,3,0,0,0,5,2021,18
2021-05-06,3,8834.81,4,0,0,0,5,2021,18
2021-05-07,3,10127.35,5,0,0,0,5,2021,18
2021-05-08,3,11814.79,6,1,0,0,5,2021,18
2021-05-10,3,10383.52,1,1,0,0,5,2021,19
2021-05-11,3,10261.46,2,0,0,0,5,2021,19
2021-05-12,3,9835.11,3,0,0,0,5,2021,19
2021-05-13,3,10141.14,4,0,0,0,5,2021,19
2021-05-14,3,15209.52,5,1,0,0,5,2021,19
2021-05-15,3,12481.28,6,0,0,0,5,2021,19
2021-05-17,3,8601.19,1,0,0,0,5,2021,20
2021-05-18,3,9200.1,2,0,0,0,5,2021,20
2021-05-19,3,10894.53,3,0,0,0,5,2021,20
2021-05-20,3,9601.26,4,0,0,0,5,2021,20
2021-05-21,3,11540.29,5,1,0,0,5,2021,20
2021-05-22,3,13532.07,6,0,0,0,5,2021,20
2021-05-24,3,8718.73,1,0,0,0,5,2021,21
2021-05-25,3,10599.29,2,1,0,0,5,2021,21
2021-05-26,3,8086.11,3,0,0,0,5,2021,21
2021-05-27,3,10984.1,4,1,0,0,5,2021,21
2021-05-28,3,11190.44,5,0,0,0,5,2021,21
2021-05-29,3,12469.36,6,1,0,0,5,2021,21
2021-05-31,3,11331.32,1,1,0,0,5,2021,22
2021-06-01,3,9900.21,2,0,0,0,6,2021,22
2021-06-02,3,9956.61,3,1,0,0,6,2021,22
2021-06-03,3,9152.68,4,0,0,0,6,2021,22
2021-06-04,3,11779.61,5,0,0,0,6,2021,22
2021-06-05,3,12366.74,6,0,0,0,6,2021,22
2021-06-07,3,12392.48,1,1,0,0,6,2021,23
2021-06-08,3,8860.11,2,0,0,0,6,2021,23
2021-06-09,3,8196.39,3,0,0,0,6,2021,23
2021-06-10,3,9067.52,4,0,0,0,6,2021,23
2021-06-11,3,9032.79,5,0,0,0,6,2021,23
2021-06-12,3,11755.93,6,0,0,0,6,2021,23
2021-06-14,3,9629.26,1,1,0,0,6,2021,24
2021-06-15,3,11945.4,2,1,0,0,6,2021,24
2021-06-16,3,8020.3,3,0,0,0,6,2021,24
2021-06-17,3,11476.21,4,1,0,0,6,2021,24
2021-06-18,3,9844.84,5,0,0,0,6,2021,24
2021-06-19,3,12446.74,6,0,0,0,6,2021,24
2021-06-21,3,9620.21,1,1,0,0,6,2021,25
2021-06-22,3,11717.29,2,1,0,0,6,2021,25
2021-06-23,3,8000.66,3,0,0,0,6,2021,25
2021-06-24,3,10530.26,4,1,0,0,6,2021,25
2021-06-25,3,9341.87,5,0,0,0,6,2021,25
